end_price,image_urls,img_url,model,model_url,shops,start_price
15999,https://s.ek.ua/jpg/2368149.jpg,https://s.ek.ua/jpg/2368149.jpg,Konner&Sohnen KS 3300i,https://ek.ua/ua/ua/KONNER-SOHNEN-KS-3300I.htm,"PermyCo,iTMag.ua,iphonesale.com.ua,Topcena.com.ua,Baza-ua.com,Noteboochek.com.ua,Generators.in.ua",15899
15999,https://s.ek.ua/jpg/2368149.jpg,https://s.ek.ua/jpg/2368149.jpg,Konner&Sohnen KS 3300i,https://ek.ua/ua/ua/KONNER-SOHNEN-KS-3300I.htm,"PermyCo,iTMag.ua,iphonesale.com.ua,Topcena.com.ua,Baza-ua.com,Noteboochek.com.ua,Generators.in.ua",15899
22999,https://s.ek.ua/jpg/2270016.jpg,https://s.ek.ua/jpg/2270016.jpg,Volt Polska HEXA-GEN 3500,https://ek.ua/ua/ua/VOLT-POLSKA-HEXA-GEN-3500.htm,"PermyCo,TEHNOS.UA,Stylus.ua,iTMag.ua,Megadom.biz,Denika.ua,iphonesale.com.ua",7899
22999,https://s.ek.ua/jpg/2270016.jpg,https://s.ek.ua/jpg/2270016.jpg,Volt Polska HEXA-GEN 3500,https://ek.ua/ua/ua/VOLT-POLSKA-HEXA-GEN-3500.htm,"PermyCo,TEHNOS.UA,Stylus.ua,iTMag.ua,Megadom.biz,Denika.ua,iphonesale.com.ua",7899
8999,https://s.ek.ua/jpg/504727.jpg,https://s.ek.ua/jpg/504727.jpg,KRAFT&DELE KD109,https://ek.ua/ua/ua/KRAFT-DELE-KD109.htm,"Denika.ua,Redprice.prom.ua,Zhuk.ua,Tehnopostavka.com.ua,Powerok.shop,Redprice.prom.ua,Redprice.prom.ua",3500
8999,https://s.ek.ua/jpg/504727.jpg,https://s.ek.ua/jpg/504727.jpg,KRAFT&DELE KD109,https://ek.ua/ua/ua/KRAFT-DELE-KD109.htm,"Denika.ua,Redprice.prom.ua,Zhuk.ua,Tehnopostavka.com.ua,Powerok.shop,Redprice.prom.ua,Redprice.prom.ua",3500
12647,https://s.ek.ua/jpg/2374871.jpg,https://s.ek.ua/jpg/2374871.jpg,GTM DK3500Xi-V,https://ek.ua/ua/ua/GTM-DK3500XI-V.htm,"Comtrading.ua,Stylus.ua,Tviy-Dim.com,Цифра,Brain.com.ua,Elektrostok.com,Itbox.ua",9099
12647,https://s.ek.ua/jpg/2374871.jpg,https://s.ek.ua/jpg/2374871.jpg,GTM DK3500Xi-V,https://ek.ua/ua/ua/GTM-DK3500XI-V.htm,"Comtrading.ua,Stylus.ua,Tviy-Dim.com,Цифра,Brain.com.ua,Elektrostok.com,Itbox.ua",9099
